id,title,content
247,Article 247,In each of the last five hurricane seasons we have seen at least one Category 5 hurricane — seven of them in total. This is a significa
248,Article 248,"nt feat considering that in the last 170 years, the National Hurricane Center estimates there have only been 37 Category 5 storms. This"
249,Article 249,"means the chance of any given year yielding a Category 5, historically, is only about 20%. For the 1st time on record (since 1851), we "
250,Article 250,have 5 straight years with a Category 5 #hurricane in the Atlantic. 2016: Matthew 2017: Irma/Maria 2018: Michael 2019: Dorian/Lorenzo
251,Article 251,"Now in 2020, #Iota. The latest we've ever recorded a Cat. 5 in a year. Just the 2nd in November. pic.twitter.com/ejZiILvZm2"
252,Article 252,"— Jake Carstens (@JakeCarstens) November 16, 2020 It's not coincidence, it's climate change. In the past 120 years the Tropical Atlanti"
253,Article 253,"c has warmed 2 degrees Fahrenheit. Theoretically, for every 2-degree Fahrenheit increase in ocean warming, a storm can gain almost 20 m"
254,Article 254,"ph in peak wind speed. The latest research supports this trend in stronger storms. In a paper published earlier this year, NOAA's Dr. J"
255,Article 255,"ames Kossin found major hurricanes (Category 3, 4 and 5) are indeed increasing. Kossin told CBS News, ""Globally, there's about a 25% gr"
256,Article 256,eater chance now that a hurricane will be at major hurricane intensity than four decades ago. In the Atlantic there's about twice the c
257,Article 257,"hance."" This matters because the power and corresponding damage potential of a hurricane increases exponentially as the winds increase."
258,Article 258,"In fact, 85% of the damage from all hurricanes is caused by the major hurricanes. So, if you have stronger hurricanes you are likely to"
259,Article 259,"have exponentially more damage. Record U.S. landfalls So far this season there have been 12 U.S. landfalls, shattering the old record o"
260,Article 260,"f nine set in 2016. In what was a relentless season for people living near the Gulf of Mexico, nine of this year's landfalls happened a"
261,Article 261,"long the U.S. Gulf Coast and five of them occurred in Louisiana. #Eta becomes the 12th named storm, and first in Florida, to make landf"
262,Article 262,all on the U.S. mainland in 2020. This further creates separation from the previous record (9) set in 1916. pic.twitter.com/hEElsPOU1t
263,Article 263,"— Steve Bowen (@SteveBowenWx) November 9, 2020 And in what may be the most freakish of occurrences, dual hurricane landfalls occurred j"
264,Article 264,"ust miles from each other on three occasions: Laura and Delta in Louisiana, Delta and Zeta in Mexico's Yucatan, and Eta and Iota in Nic"
265,Article 265,"aragua. Where 2020 fell short While 2020 overperformed in nearly every category, there is one surprising statistic which was not all th"
266,Article 266,at impressive: Accumulated Cyclone Energy (ACE). This is a widely used metric for meteorologists to estimate the intensity of a hurrica
267,Article 267,"ne season because it is an aggregation of the strength and longevity of all storms. To be sure, ACE was far above the normal season, bu"
268,Article 268,"t it fell far short of what would be expected for 30 storms. To date, the total ACE for the 2020 hurricane season is 178, nowhere near "
269,Article 269,"the record of 245 set in 2005. That's because 2005 also had four Category 5 hurricanes, compared to only one this year; more hurricanes"
270,Article 270,"overall than 2020; and longer lasting storms, too. The 2004 season, featuring hurricanes Charley and Ivan, had only half the number of "
271,Article 271,storms of 2020 yet produced more ACE. So why did 2020 underperform in the ACE department? One reason is that the first half of the seas
272,Article 272,"on produced mostly weak systems. And unlike 2005, when many of the hurricanes were long-track storms, most of the strongest storms in 2"
273,Article 273,"020 formed closer to land so they did not last as long. This was especially true for the end-of-season Greek alphabet named storms, man"
274,Article 274,y of which formed in the Caribbean and made landfall shortly thereafter. They just did not have the time to accumulate as much ACE.
275,Article 275,"While many of the records set in 2020 will likely stay in the record books for years to come, one thing is certain: As long as society "
276,Article 276,"continues to release heat-trapping greenhouse pollution, climate change will continue to power hurricane seasons that defy the odds."
277,Article 277,"U.S. U.S. to shatter record for billion-dollar climate disasters in 2020 By Jeff Berardelli December 10, 2020 / 4:20 PM EST / CBS News"
278,Article 278,"From social justice protests to politics to the pandemic, 2020 has been unprecedented in any number of ways. And although it didn't alw"
279,Article 279,"ays receive top billing, the climate crisis and the extreme weather that comes along with it also escalated to levels not experienced b"
280,Article 280,"efore. The U.S. experienced major disasters like the western wildfires, a record-breaking hurricane season and the mid-summer Midwest d"
281,Article 281,"erecho that caused extensive damage. So far this year, NOAA's National Center for Environmental Information (NCEI) says the U.S. has be"
282,Article 282,en bombarded by 16 different weather and climate-related disasters with a financial toll of one billion dollars or more — tied for the 
283,Article 283,"most with 2011 and 2017. However, the events included in this year's count have only been tabulated through the end of September and ar"
284,Article 284,e expected to blow past that number once the final result is released in early January. In a webinar organized by Climate Central on Th
285,Article 285,"ursday, Adam Smith, the head of NCEI's Billion Dollar Weather and Climate effort, said he expects ""we will shatter the previous record,"
286,Article 286,""" far outpacing the yearly average of 6.6 such events and potentially reaching a total of 20 individual disasters each which cost a bil"
287,Article 287,lion dollars or more. This is the sixth consecutive year in which the U.S. has experienced 10 or more billion-dollar weather and climat
288,Article 288,e-related disasters. 2020bdd-top5-en-title-lg.jpg Climate Central Steve Bowen is a meteorologist and head of catastrophe insight for Ao
289,Article 289,"n PLC, a professional services firm focused on risk. He says these losses are escalating due to two main factors: more intense or ""unus"
290,Article 290,"ual"" events, and more people and ""stuff"" in harm's way. The more intense and usual events are powered by excess heat energy being trapp"
291,Article 291,ed in the ecosystem by greenhouse gases from the burning of fossil fuels. But Bowen says the location of where people are moving has re
292,Article 292,"ally amplified disaster costs as well. ""Some of the fastest-growing areas of the country include parts of the Southeast, Plains, Rockie"
293,Article 293,"s, and the West that have been historically prone to high-impact events like hurricanes, severe convective storms, flooding, and wildfi"
294,Article 294,"res,"" said Bowen. ""If you add more people into regions that are the most vulnerable to direct impacts from climate change-influenced ev"
